InvoiceDate,Quantity,total price,Unemployment Rate,Retail Spending Monthly,Average Wage,FTSE Price,Holiday,Saturday
2010-05-11,16721,25416.12,7.9,21931088.0,102.4,5334.2,0,0
2010-05-12,15171,25919.55,7.899999999999999,21931088.0,102.4,5383.5,0,0
2010-05-13,25227,37337.45,7.9,21931088.0,102.4,5433.7,0,0
2010-05-14,15075,18895.91,7.9,21931088.0,102.4,5262.9,0,0
2010-05-16,9194,15780.29,7.9,21931088.0,102.4,5262.633333333333,0,0
2010-05-17,15304,23727.47,7.900000000000001,21931088.0,102.40000000000002,5262.5,0,0
2010-05-18,24491,27985.21,7.9,21931088.0,102.4,5307.3,0,0
2010-05-19,9713,17048.28,7.900000000000001,21931088.0,102.4,5158.1,0,0
2010-05-20,15357,24433.99,7.9,21931088.0,102.4,5073.1,0,0
2010-05-21,8111,20635.14,7.9,21931088.0,102.4,5062.9,0,0
2010-05-23,9394,17726.69,7.900000000000001,21931088.0,102.4,5067.366666666667,0,0
2010-05-24,33092,33507.0,7.9,21931088.0,102.4,5069.6,0,0
2010-05-25,13976,19908.27,7.9,21931088.0,102.4,4940.7,0,0
2010-05-26,15597,29614.23,7.9,21931088.0,102.4,5038.1,0,0
2010-05-27,17973,30673.23,7.9,21931088.0,102.4,5195.2,0,0
2010-05-28,12297,21281.14,7.899999999999999,21931088.0,102.4,5188.4,0,0
2010-05-30,6271,10814.96,7.9,21931088.0,102.4,5175.85,0,0
2010-06-01,8142,15283.25,7.8,27600092.0,102.3,5163.3,0,0
2010-06-02,11775,15847.09,7.8,27600092.0,102.3,5151.3,0,0
2010-06-03,12306,21768.49,7.8,27600092.0,102.3,5211.2,0,0
2010-06-04,8340,20395.35,7.8,27600092.0,102.3,5126.0,0,0
2010-06-06,13092,24030.81,7.8,27600092.0,102.3,5088.066666666667,0,0
2010-06-07,28100,47185.96,7.800000000000001,27600092.0,102.3,5069.1,0,0
2010-06-08,25596,52443.48,7.8,27600092.0,102.3,5028.1,0,0
2010-06-09,23877,35722.64,7.8,27600092.0,102.3,5085.9,0,0
2010-06-10,9155,17449.670000000002,7.8,27600092.0,102.3,5132.5,0,0
2010-06-11,19014,31669.72,7.8,27600092.0,102.3,5163.7,0,0
2010-06-13,10686,20623.42,7.8,27600092.0,102.3,5189.3,0,0
2010-06-14,13778,19146.0,7.799999999999999,27600092.0,102.29999999999998,5202.1,0,0
2010-06-15,12908,19870.26,7.799999999999999,27600092.0,102.29999999999998,5217.8,0,0
2010-06-16,17843,29756.77,7.8,27600092.0,102.3,5237.899999999999,0,0
2010-06-17,11726,55266.51,7.8,27600092.0,102.3,5253.9,0,0
2010-06-18,6208,13608.09,7.799999999999999,27600092.0,102.29999999999998,5250.800000000001,0,0
2010-06-20,3426,7372.29,7.8,27600092.0,102.3,5283.000000000001,0,0
2010-06-21,10190,19202.87,7.8,27600092.0,102.3,5299.1,0,0
2010-06-22,6237,12736.23,7.8,27600092.0,102.3,5247.0,0,0
2010-06-23,14751,24200.85,7.799999999999999,27600092.0,102.3,5178.5,0,0
2010-06-24,10214,20594.26,7.8,27600092.0,102.3,5100.2,0,0
2010-06-25,7882,16418.83,7.799999999999999,27600092.0,102.3,5046.5,0,0
2010-06-27,10918,18834.32,7.799999999999999,27600092.0,102.3,5063.3,0,0
2010-06-28,22291,34168.21,7.799999999999999,27600092.0,102.29999999999998,5071.7,0,0
2010-06-29,20016,30252.18,7.8,27600092.0,102.3,4914.2,0,0
2010-06-30,17519,28564.94,7.8,27600092.0,102.3,4916.9,0,0
2010-07-01,14157,25523.59,7.8,22250933.0,102.1,4805.8,0,0
2010-07-02,6092,11788.64,7.8,22250933.0,102.1,4838.1,0,0
2010-07-04,5345,10493.66,7.8,22250933.0,102.1,4828.366666666667,0,0
2010-07-05,15351,29979.33,7.8,22250933.0,102.09999999999998,4823.5,0,0
2010-07-06,10903,20327.8,7.8,22250933.0,102.1,4965.0,0,0
2010-07-07,12013,27234.88,7.799999999999999,22250933.0,102.1,5014.8,0,0
2010-07-08,9987,17291.4,7.800000000000001,22250933.0,102.1,5105.5,0,0
2010-07-09,5477,17170.27,7.8,22250933.0,102.09999999999998,5132.9,0,0
2010-07-11,5848,7856.43,7.8,22250933.0,102.1,5155.633333333333,0,0
2010-07-12,9117,18181.93,7.799999999999999,22250933.0,102.1,5167.0,0,0
2010-07-13,8259,17747.58,7.8,22250933.0,102.1,5271.0,0,0
2010-07-14,11866,18965.32,7.799999999999999,22250933.0,102.1,5253.5,0,0
2010-07-15,26933,54532.83,7.8,22250933.0,102.1,5211.3,0,0
2010-07-16,29001,17633.64,7.799999999999999,22250933.0,102.1,5158.9,0,0
2010-07-18,8253,13134.89,7.8,22250933.0,102.1,5151.82,0,0
2010-07-19,13590,24288.46,7.8,22250933.0,102.1,5148.28,0,0
2010-07-20,11222,22996.07,7.799999999999999,22250933.0,102.1,5139.46,0,0
2010-07-21,12119,21004.89,7.8,22250933.0,102.1,5214.64,0,0
2010-07-22,13658,26312.23,7.8,22250933.0,102.1,5313.81,0,0
2010-07-23,11845,23209.49,7.8,22250933.0,102.1,5312.62,0,0
2010-07-25,11260,16580.81,7.8,22250933.0,102.1,5338.286666666667,0,0
2010-07-26,13761,22407.44,7.8,22250933.0,102.1,5351.12,0,0
2010-07-27,13067,26149.48,7.8,22250933.0,102.09999999999998,5365.67,0,0
2010-07-28,12054,20484.64,7.8,22250933.0,102.1,5339.81,0,0
2010-07-29,13806,33706.23,7.8,22250933.0,102.1,5313.95,0,0
2010-07-30,7991,14440.61,7.8,22250933.0,102.1,5258.02,0,0
2010-08-01,9740,30724.29,7.8,21748078.0,102.3,5350.746666666667,0,0
2010-08-02,11987,28623.7,7.8,21748078.0,102.3,5397.11,0,0
2010-08-03,15292,24582.32,7.8,21748078.0,102.3,5396.48,0,0
2010-08-04,10865,19735.71,7.799999999999999,21748078.0,102.29999999999998,5386.16,0,0
2010-08-05,61974,23045.52,7.799999999999999,21748078.0,102.3,5365.78,0,0
2010-08-06,9463,14229.05,7.8,21748078.0,102.3,5332.39,0,0
2010-08-08,7697,13395.54,7.8,21748078.0,102.3,5384.476666666667,0,0
2010-08-09,11963,17651.46,7.8,21748078.0,102.3,5410.52,0,0
2010-08-10,7777,17675.3,7.8,21748078.0,102.3,5376.410000000001,0,0
2010-08-11,7951,21091.77,7.8,21748078.0,102.3,5245.21,0,0
2010-08-12,18728,28199.64,7.8,21748078.0,102.3,5266.06,0,0
2010-08-13,17603,36236.4,7.8,21748078.0,102.3,5275.44,0,0
2010-08-15,16224,19925.02,7.8,21748078.0,102.3,5275.88,0,0
2010-08-16,11209,18232.09,7.8,21748078.0,102.3,5276.1,0,0
2010-08-17,13693,23812.0,7.8,21748078.0,102.3,5350.55,0,0
2010-08-18,14139,23638.78,7.8,21748078.0,102.3,5302.87,0,0
2010-08-19,18656,26863.66,7.800000000000001,21748078.0,102.3,5211.29,0,0
2010-08-20,16059,21213.47,7.799999999999999,21748078.0,102.3,5195.28,0,0
2010-08-22,12719,20912.39,7.800000000000001,21748078.0,102.3,5221.653333333334,0,0
2010-08-23,10583,18161.3,7.8,21748078.0,102.3,5234.84,0,0
2010-08-24,18107,25998.43,7.8,21748078.0,102.3,5155.95,0,0
2010-08-25,16623,29676.8,7.8,21748078.0,102.3,5117.24,0,0
2010-08-26,15804,32151.74,7.799999999999999,21748078.0,102.29999999999998,5155.84,0,0
2010-08-27,6453,16304.58,7.8,21748078.0,102.3,5201.56,0,0
2010-08-29,8790,14509.78,7.8,21748078.0,102.3,5213.39,0,0
2010-08-31,12182,29959.61,7.799999999999999,21748078.0,102.29999999999998,5225.22,0,0
2010-09-01,6288,14421.61,7.9,27058124.0,102.6,5366.41,0,0
2010-09-02,15623,25227.02,7.9,27058124.0,102.6,5371.04,0,0
2010-09-03,30412,35478.98,7.9,27058124.0,102.6,5428.15,0,0
2010-09-05,6190,10370.57,7.9,27058124.0,102.6,5435.509999999999,0,0
2010-09-06,9664,19538.06,7.899999999999999,27058124.0,102.6,5439.19,0,0
2010-09-07,14224,24360.01,7.9,27058124.0,102.6,5407.82,0,0
2010-09-08,8908,14951.21,7.9,27058124.0,102.6,5429.74,0,0
2010-09-09,9277,17960.4,7.900000000000001,27058124.0,102.59999999999998,5494.16,0,0
2010-09-10,9961,16606.3,7.9,27058124.0,102.6,5501.64,0,0
2010-09-12,7655,13810.89,7.9,27058124.0,102.6,5544.233333333334,0,0
2010-09-13,26824,35602.93,7.9,27058124.0,102.6,5565.53,0,0
2010-09-14,9925,18133.14,7.900000000000001,27058124.0,102.6,5567.41,0,0
2010-09-15,16995,20132.09,7.9,27058124.0,102.6,5557.07,0,0
2010-09-16,11887,35370.221,7.9,27058124.0,102.6,5540.14,0,0
2010-09-17,10105,18690.95,7.9,27058124.0,102.6,5508.45,0,0
2010-09-19,12580,21035.88,7.9,27058124.0,102.6,5571.176666666666,0,0
2010-09-20,22657,38823.15,7.9,27058124.0,102.6,5602.54,0,0
2010-09-21,33363,55905.14,7.9,27058124.0,102.6,5576.19,0,0
2010-09-22,13339,27352.18,7.9,27058124.0,102.6,5562.02,0,0
2010-09-23,21074,33141.85,7.9,27058124.0,102.6,5547.08,0,0
2010-09-24,12269,24941.2,7.899999999999999,27058124.0,102.6,5598.48,0,0
2010-09-26,13431,21667.87,7.9,27058124.0,102.6,5581.7733333333335,0,0
2010-09-27,119241,106392.04,7.9,27058124.0,102.6,5573.42,0,0
2010-09-28,21572,42277.7,7.9,27058124.0,102.6,5578.44,0,0
2010-09-29,20414,35832.59,7.9,27058124.0,102.6,5569.27,0,0
2010-09-30,21025,45049.52,7.900000000000001,27058124.0,102.59999999999998,5548.62,0,0
2010-10-01,17713,31821.58,7.900000000000001,22725458.0,102.40000000000002,5592.899999999999,0,0
2010-10-03,13271,25983.73,7.9,22725458.0,102.4,5568.28,0,0
2010-10-04,21416,35606.08,7.9,22725458.0,102.4,5555.97,0,0
2010-10-05,33616,80129.19,7.900000000000001,22725458.0,102.4,5635.76,0,0
2010-10-06,20626,27896.59,7.900000000000001,22725458.0,102.4,5681.39,0,0
2010-10-07,28029,50639.68,7.9,22725458.0,102.4,5662.13,0,0
2010-10-08,35285,52031.15,7.9,22725458.0,102.4,5657.61,0,0
2010-10-10,10827,20856.45,7.9,22725458.0,102.4,5667.469999999999,0,0
2010-10-11,19487,35232.56,7.900000000000001,22725458.0,102.4,5672.4,0,0
2010-10-12,27444,46586.15,7.9,22725458.0,102.4,5661.59,0,0
2010-10-13,24235,40214.11,7.9,22725458.0,102.4,5747.35,0,0
2010-10-14,28204,74570.09,7.9,22725458.0,102.4,5727.209999999999,0,0
2010-10-15,18286,46758.72,7.9,22725458.0,102.4,5703.37,0,0
2010-10-17,18464,31444.71,7.900000000000001,22725458.0,102.40000000000002,5729.47,0,0
2010-10-18,17917,37301.16,7.900000000000001,22725458.0,102.40000000000002,5742.52,0,0
2010-10-19,23141,41580.34,7.9,22725458.0,102.4,5703.89,0,0
2010-10-20,23079,44003.09,7.9,22725458.0,102.4,5728.93,0,0
2010-10-21,14543,30195.01,7.9,22725458.0,102.4,5757.86,0,0
2010-10-22,20681,35590.55,7.9,22725458.0,102.4,5741.37,0,0
2010-10-24,14785,27585.61,7.899999999999999,22725458.0,102.4,5748.443333333333,0,0
2010-10-25,13620,26899.3,7.9,22725458.0,102.4,5751.98,0,0
2010-10-26,20235,34445.33,7.9,22725458.0,102.4,5707.3,0,0
2010-10-27,11934,24321.57,7.9,22725458.0,102.4,5646.02,0,0
2010-10-28,12170,26799.81,7.899999999999999,22725458.0,102.4,5677.89,0,0
2010-10-29,22545,42670.5,7.900000000000001,22725458.0,102.40000000000002,5675.16,0,0
2010-10-31,15839,29245.82,7.9,22725458.0,102.4,5688.133333333333,0,0
2010-11-01,13591,26656.85,7.900000000000001,25025523.0,102.2,5694.62,0,0
2010-11-02,22745,40454.86,7.899999999999999,25025523.0,102.2,5757.43,0,0
2010-11-03,14897,27323.86,7.9,25025523.0,102.2,5748.97,0,0
2010-11-04,55522,82729.38,7.9,25025523.0,102.20000000000002,5862.79,0,0
2010-11-05,16683,34115.62,7.9,25025523.0,102.20000000000002,5875.35,0,0
2010-11-07,17373,29786.84,7.900000000000001,25025523.0,102.2,5858.423333333333,0,0
2010-11-08,30240,85117.491,7.9,25025523.0,102.2,5849.96,0,0
2010-11-09,31489,57743.17,7.9,25025523.0,102.2,5875.19,0,0
2010-11-10,32686,74204.11,7.9,25025523.0,102.20000000000002,5816.94,0,0
2010-11-11,33038,60313.17,7.9,25025523.0,102.20000000000002,5815.23,0,0
2010-11-12,20161,45026.65,7.9,25025523.0,102.2,5796.87,0,0
2010-11-14,16531,27576.95,7.9,25025523.0,102.2,5812.5633333333335,0,0
2010-11-15,34655,98112.07,7.9,25025523.0,102.2,5820.41,0,0
2010-11-16,30129,50162.25,7.9,25025523.0,102.2,5690.8,0,0
2010-11-17,22718,42682.451,7.9,25025523.0,102.2,5692.56,0,0
2010-11-18,19130,40517.8,7.9,25025523.0,102.2,5768.71,0,0
2010-11-19,20089,37441.24,7.900000000000001,25025523.0,102.2,5732.83,0,0
2010-11-21,17100,29944.72,7.9,25025523.0,102.2,5698.163333333333,0,0
2010-11-22,17479,39161.39,7.9,25025523.0,102.2,5680.83,0,0
2010-11-23,24969,54838.0,7.9,25025523.0,102.2,5581.279999999999,0,0
2010-11-24,27544,60213.91,7.9,25025523.0,102.2,5657.1,0,0
2010-11-25,37589,70452.8,7.9,25025523.0,102.2,5698.93,0,0
2010-11-26,14124,32526.46,7.9,25025523.0,102.2,5668.7,0,0
2010-11-28,15216,24887.75,7.9,25025523.0,102.2,5602.719999999999,0,0
2010-11-29,22759,52758.92,7.9,25025523.0,102.2,5569.73,0,0
2010-11-30,21391,50832.43,7.900000000000001,25025523.0,102.2,5528.27,0,0
2010-12-01,48204,109636.16,7.9,35931168.0,101.2,5642.5,0,0
2010-12-02,62388,95141.06,7.9,35931168.0,101.2,5767.56,0,0
2010-12-03,24160,82617.38,7.9,35931168.0,101.2,5756.66,0,0
2010-12-05,27320,51706.4,7.899999999999999,35931168.0,101.2,5765.74,0,0
2010-12-06,42390,106644.24,7.9,35931168.0,101.2,5770.28,0,0
2010-12-07,48278,91352.35714285714,7.899999999999999,35931168.0,101.2,5808.45,0,0
2010-12-08,40934,82709.12,7.9,35931168.0,101.2,5794.53,0,0
2010-12-09,33646,87987.26,7.9,35931168.0,101.2,5807.96,0,0
2010-12-10,19131,54282.61,7.9,35931168.0,101.2,5812.95,0,0
2010-12-12,8194,13738.48,7.899999999999999,35931168.0,101.2,5844.816666666667,0,0
2010-12-13,17425,37113.25,7.9,35931168.0,101.2,5860.75,0,0
2010-12-14,19610,42475.91,7.9,35931168.0,101.2,5891.21,0,0
2010-12-15,18359,30248.73,7.9,35931168.0,101.2,5882.18,0,0
2010-12-16,28332,47748.09,7.9,35931168.0,101.2,5881.119999999999,0,0
2010-12-17,9713,34357.25,7.9,35931168.0,101.20000000000002,5871.75,0,0
2010-12-19,3307,6653.94,7.9,35931168.0,101.2,5886.650000000001,0,0
2010-12-20,14122,23507.76,7.9,35931168.0,101.2,5894.1,0,0
2010-12-21,8291,37177.96,7.9,35931168.0,101.2,5951.8,0,0
2010-12-22,2371,5488.85,7.9,35931168.0,101.2,5983.49,0,0
2010-12-23,4711,10394.71,7.9,35931168.0,101.2,5996.07,0,0
2011-01-04,8385,15478.52,7.800000000000001,20853905.0,102.0,6013.87,0,0
2011-01-05,19071,31243.29,7.8,20853905.0,102.0,6043.859999999999,0,0
2011-01-06,17933,32429.45,7.8,20853905.0,102.0,6019.51,0,0
2011-01-07,13276,22656.7,7.8,20853905.0,102.0,5984.33,0,0
2011-01-09,7398,14306.04,7.8,20853905.0,102.0,5965.643333333333,0,0
2011-01-10,10982,20471.39,7.8,20853905.0,102.0,5956.3,0,0
2011-01-11,26662,61971.89,7.800000000000001,20853905.0,102.0,6014.03,0,0
2011-01-12,9110,21828.84,7.799999999999999,20853905.0,102.0,6050.72,0,0
2011-01-13,9327,18262.53,7.800000000000001,20853905.0,102.0,6023.88,0,0
2011-01-14,7361,17911.67,7.800000000000001,20853905.0,102.0,5988.12,0,0
2011-01-16,4204,7242.06,7.799999999999999,20853905.0,102.0,5986.506666666666,0,0
2011-01-17,12054,26239.46,7.8,20853905.0,102.0,5985.7,0,0
2011-01-18,81068,92427.28,7.8,20853905.0,102.0,6056.43,0,0
2011-01-19,8078,13440.73,7.8,20853905.0,102.0,5976.7,0,0
2011-01-20,8054,16354.84,7.8,20853905.0,102.0,5867.91,0,0
2011-01-21,9266,23577.42,7.799999999999999,20853905.0,102.0,5896.25,0,0
2011-01-23,5115,9885.75,7.8,20853905.0,102.0,5927.983333333334,0,0
2011-01-24,8944,17637.92,7.8,20853905.0,102.0,5943.85,0,0
2011-01-25,12667,24020.68,7.8,20853905.0,102.0,5917.71,0,0
2011-01-26,8814,16331.8,7.799999999999999,20853905.0,102.0,5977.63,0,0
2011-01-27,9724,18313.49,7.799999999999999,20853905.0,102.0,5965.08,0,0
2011-01-28,14317,15060.78,7.8,20853905.0,102.0,5881.37,0,0
2011-01-30,3431,6615.75,7.8,20853905.0,102.0,5869.083333333333,0,0
2011-01-31,10407,17581.7,7.799999999999999,20853905.0,102.0,5862.94,0,0
2011-02-01,14374,26034.69,7.8,20929335.0,101.4,5957.82,0,0
2011-02-02,8982,19996.05,7.799999999999999,20929335.0,101.4,5996.56,0,0
2011-02-03,16068,20148.58,7.8,20929335.0,101.4,5983.34,0,0
2011-02-04,13039,22619.76,7.8,20929335.0,101.4,5997.38,0,0
2011-02-06,2048,3457.11,7.799999999999999,20929335.0,101.4,6028.566666666667,0,0
2011-02-07,8570,23701.1,7.800000000000001,20929335.0,101.4,6044.16,0,0
2011-02-08,8713,19174.93,7.799999999999999,20929335.0,101.4,6091.33,0,0
2011-02-09,3444,9487.01,7.8,20929335.0,101.4,6052.29,0,0
2011-02-10,11227,14222.95,7.799999999999999,20929335.0,101.4,6020.01,0,0
2011-02-11,9648,20285.64,7.8,20929335.0,101.40000000000002,6062.899999999999,0,0
2011-02-13,2756,5713.63,7.8,20929335.0,101.4,6063.34,0,0
2011-02-14,10919,21444.91,7.8,20929335.0,101.4,6063.56,0,0
